timestamp,close
2021-09-29T00:00:00Z,0.74505302
2021-09-30T00:00:00Z,0.74474510
2021-10-01T00:00:00Z,0.75370890
2021-10-02T00:00:00Z,0.74805860
2021-10-03T00:00:00Z,0.74776234
2021-10-04T00:00:00Z,0.74902848
2021-10-05T00:00:00Z,0.74726228
2021-10-06T00:00:00Z,0.74570730
2021-10-07T00:00:00Z,0.74564047
2021-10-08T00:00:00Z,0.74945773
2021-10-09T00:00:00Z,0.74829315
2021-10-10T00:00:00Z,0.77990285
2021-10-11T00:00:00Z,0.76998776
2021-10-12T00:00:00Z,0.77515903
2021-10-13T00:00:00Z,0.78300945
2021-10-14T00:00:00Z,0.79264498
2021-10-15T00:00:00Z,0.80469993
2021-10-16T00:00:00Z,0.81034536
2021-10-17T00:00:00Z,0.83668832
2021-10-18T00:00:00Z,0.83044780
2021-10-19T00:00:00Z,1.02659524
2021-10-20T00:00:00Z,0.95984446
2021-10-21T00:00:00Z,0.94634406
2021-10-22T00:00:00Z,0.94787979
2021-10-23T00:00:00Z,0.96583711
2021-10-24T00:00:00Z,1.00014866
2021-10-25T00:00:00Z,0.98593711
2021-10-26T00:00:00Z,0.97603687
2021-10-27T00:00:00Z,0.95473346
2021-10-28T00:00:00Z,0.97417461
2021-10-29T00:00:00Z,0.97408905
2021-10-30T00:00:00Z,0.97193759
2021-10-31T00:00:00Z,0.97944870
2021-11-01T00:00:00Z,0.99587274
2021-11-02T00:00:00Z,2.62023180
2021-11-03T00:00:00Z,2.47717133
2021-11-04T00:00:00Z,2.28501744
2021-11-05T00:00:00Z,2.27183844
2021-11-06T00:00:00Z,2.39088592
2021-11-07T00:00:00Z,2.34123254
2021-11-08T00:00:00Z,2.33386088
2021-11-09T00:00:00Z,2.33220640
2021-11-10T00:00:00Z,2.32019057
2021-11-11T00:00:00Z,2.14478549
2021-11-12T00:00:00Z,2.16200612
2021-11-13T00:00:00Z,2.23950909
2021-11-14T00:00:00Z,2.25842592
2021-11-15T00:00:00Z,2.24177167
2021-11-16T00:00:00Z,2.16799438
2021-11-17T00:00:00Z,2.16976378
2021-11-18T00:00:00Z,2.12536627
2021-11-19T00:00:00Z,2.15376316
2021-11-20T00:00:00Z,2.14100481
2021-11-21T00:00:00Z,2.11999068
2021-11-22T00:00:00Z,2.08850572
2021-11-23T00:00:00Z,2.37662875
2021-11-24T00:00:00Z,2.41270795
2021-11-25T00:00:00Z,2.78612200
2021-11-26T00:00:00Z,3.47692557
2021-11-27T00:00:00Z,8.72917064
2021-11-28T00:00:00Z,10.95637256
2021-11-29T00:00:00Z,13.73978159
2021-11-30T00:00:00Z,7.09163202
2021-12-01T00:00:00Z,8.19149094
2021-12-02T00:00:00Z,7.11674159
2021-12-03T00:00:00Z,6.98423630
2021-12-04T00:00:00Z,6.43415168
2021-12-05T00:00:00Z,6.99877891
2021-12-06T00:00:00Z,7.09387485
2021-12-07T00:00:00Z,7.08715128
2021-12-08T00:00:00Z,6.96363708
2021-12-09T00:00:00Z,6.93538869
2021-12-10T00:00:00Z,6.58851417
2021-12-11T00:00:00Z,7.12577484
2021-12-12T00:00:00Z,7.81276499
2021-12-13T00:00:00Z,7.62983157
2021-12-14T00:00:00Z,7.77919066
2021-12-15T00:00:00Z,8.34832691
2021-12-16T00:00:00Z,11.10910875
2021-12-17T00:00:00Z,10.26631971
2021-12-18T00:00:00Z,10.85604080
2021-12-19T00:00:00Z,10.95426340
2021-12-20T00:00:00Z,10.85913453
2021-12-21T00:00:00Z,10.88815514
2021-12-22T00:00:00Z,10.80721229
2021-12-23T00:00:00Z,12.73091853
2021-12-24T00:00:00Z,12.90276005
2021-12-25T00:00:00Z,13.17759593
2021-12-26T00:00:00Z,13.16562718
2021-12-27T00:00:00Z,16.15218952
2021-12-28T00:00:00Z,15.05208815
2021-12-29T00:00:00Z,14.61957109
2021-12-30T00:00:00Z,14.62962214
2021-12-31T00:00:00Z,14.62897154
2022-01-01T00:00:00Z,14.61036157
2022-01-02T00:00:00Z,13.30418589
2022-01-03T00:00:00Z,13.49257744
2022-01-04T00:00:00Z,13.22336468
2022-01-05T00:00:00Z,12.14171125
2022-01-06T00:00:00Z,11.27539901
